dept_name,gender,emp_no,from_date,to_date,calendar_year,active
Marketing,F,110047,1993-01-06,1999-01-05,1992,0
Marketing,F,110047,1993-01-06,1999-01-05,1993,1
Marketing,F,110047,1993-01-06,1999-01-05,1994,1
Marketing,F,110047,1993-01-06,1999-01-05,1995,1
Marketing,F,110047,1993-01-06,1999-01-05,1996,1
Marketing,F,110047,1993-01-06,1999-01-05,1997,1
Marketing,F,110047,1993-01-06,1999-01-05,1998,1
Marketing,F,110047,1993-01-06,1999-01-05,1999,1
Marketing,F,110047,1993-01-06,1999-01-05,2000,0
Marketing,M,110048,1994-08-10,1999-08-09,1990,0
Marketing,M,110048,1994-08-10,1999-08-09,1991,0
Marketing,M,110048,1994-08-10,1999-08-09,1992,0
Marketing,M,110048,1994-08-10,1999-08-09,1993,0
Marketing,M,110048,1994-08-10,1999-08-09,1994,1
Marketing,M,110048,1994-08-10,1999-08-09,1995,1
Marketing,M,110048,1994-08-10,1999-08-09,1996,1
Marketing,M,110048,1994-08-10,1999-08-09,1997,1
Marketing,M,110048,1994-08-10,1999-08-09,1998,1
Marketing,M,110048,1994-08-10,1999-08-09,1999,1
Marketing,M,110048,1994-08-10,1999-08-09,2000,0
Marketing,M,110049,1991-06-09,1999-06-07,1990,0
Marketing,M,110049,1991-06-09,1999-06-07,1991,1
Marketing,M,110049,1991-06-09,1999-06-07,1992,1
Marketing,M,110049,1991-06-09,1999-06-07,1993,1
Marketing,M,110049,1991-06-09,1999-06-07,1994,1
Marketing,M,110049,1991-06-09,1999-06-07,1995,1
Marketing,M,110049,1991-06-09,1999-06-07,1996,1
Marketing,M,110049,1991-06-09,1999-06-07,1997,1
Marketing,M,110049,1991-06-09,1999-06-07,1998,1
Marketing,M,110049,1991-06-09,1999-06-07,1999,1
Marketing,M,110049,1991-06-09,1999-06-07,2000,0
Marketing,F,110050,1998-05-29,2000-05-27,1990,0
Marketing,F,110050,1998-05-29,2000-05-27,1991,0
Marketing,F,110050,1998-05-29,2000-05-27,1992,0
Marketing,F,110050,1998-05-29,2000-05-27,1993,0
Marketing,F,110050,1998-05-29,2000-05-27,1994,0
Marketing,F,110050,1998-05-29,2000-05-27,1995,0
Marketing,F,110050,1998-05-29,2000-05-27,1996,0
Marketing,F,110050,1998-05-29,2000-05-27,1997,0
Marketing,F,110050,1998-05-29,2000-05-27,1998,1
Marketing,F,110050,1998-05-29,2000-05-27,1999,1
Marketing,F,110050,1998-05-29,2000-05-27,2000,1
Marketing,M,110051,1999-05-29,2000-05-27,1990,0
Marketing,M,110051,1999-05-29,2000-05-27,1991,0
Marketing,M,110051,1999-05-29,2000-05-27,1992,0
Marketing,M,110051,1999-05-29,2000-05-27,1993,0
Marketing,M,110051,1999-05-29,2000-05-27,1994,0
Marketing,M,110051,1999-05-29,2000-05-27,1995,0
Marketing,M,110051,1999-05-29,2000-05-27,1996,0
Marketing,M,110051,1999-05-29,2000-05-27,1997,0
Marketing,M,110051,1999-05-29,2000-05-27,1998,0
Marketing,M,110051,1999-05-29,2000-05-27,1999,1
Marketing,M,110051,1999-05-29,2000-05-27,2000,1
Finance,M,110085,1991-12-31,1998-12-29,1990,0
Finance,M,110085,1991-12-31,1998-12-29,1991,1
Finance,M,110085,1991-12-31,1998-12-29,1992,1
Finance,M,110085,1991-12-31,1998-12-29,1993,1
Finance,M,110085,1991-12-31,1998-12-29,1994,1
Finance,M,110085,1991-12-31,1998-12-29,1995,1
Finance,M,110085,1991-12-31,1998-12-29,1996,1
Finance,M,110085,1991-12-31,1998-12-29,1997,1
Finance,M,110085,1991-12-31,1998-12-29,1998,1
Finance,M,110085,1991-12-31,1998-12-29,1999,0
Finance,M,110085,1991-12-31,1998-12-29,2000,0
Finance,F,110114,1991-01-13,9999-01-01,1990,0
Finance,F,110114,1991-01-13,9999-01-01,1991,1
Finance,F,110114,1991-01-13,9999-01-01,1992,1
Finance,F,110114,1991-01-13,9999-01-01,1993,1
Finance,F,110114,1991-01-13,9999-01-01,1994,1
Finance,F,110114,1991-01-13,9999-01-01,1995,1
Finance,F,110114,1991-01-13,9999-01-01,1996,1
Finance,F,110114,1991-01-13,9999-01-01,1997,1
Finance,F,110114,1991-01-13,9999-01-01,1998,1
Finance,F,110114,1991-01-13,9999-01-01,1999,1
Finance,F,110114,1991-01-13,9999-01-01,2000,1
Finance,F,110115,1993-12-30,1999-12-29,1990,0
Finance,F,110115,1993-12-30,1999-12-29,1991,0
Finance,F,110115,1993-12-30,1999-12-29,1992,0
Finance,F,110115,1993-12-30,1999-12-29,1993,1
Finance,F,110115,1993-12-30,1999-12-29,1994,1
Finance,F,110115,1993-12-30,1999-12-29,1995,1
Finance,F,110115,1993-12-30,1999-12-29,1996,1
Finance,F,110115,1993-12-30,1999-12-29,1997,1
Finance,F,110115,1993-12-30,1999-12-29,1998,1
Finance,F,110115,1993-12-30,1999-12-29,1999,1
Finance,F,110115,1993-12-30,1999-12-29,2000,0
Finance,F,110116,1995-08-02,2000-07-31,1990,0
Finance,F,110116,1995-08-02,2000-07-31,1991,0
Finance,F,110116,1995-08-02,2000-07-31,1992,0
Finance,F,110116,1995-08-02,2000-07-31,1993,0
Finance,F,110116,1995-08-02,2000-07-31,1994,0
Finance,F,110116,1995-08-02,2000-07-31,1995,1
Finance,F,110116,1995-08-02,2000-07-31,1996,1
Finance,F,110116,1995-08-02,2000-07-31,1997,1
Finance,F,110116,1995-08-02,2000-07-31,1998,1
Finance,F,110116,1995-08-02,2000-07-31,1999,1
Finance,F,110116,1995-08-02,2000-07-31,2000,1
Finance,M,110117,1995-12-30,2002-12-28,1990,0
Finance,M,110117,1995-12-30,2002-12-28,1991,0
Finance,M,110117,1995-12-30,2002-12-28,1992,0
Finance,M,110117,1995-12-30,2002-12-28,1993,0
Finance,M,110117,1995-12-30,2002-12-28,1994,0
Finance,M,110117,1995-12-30,2002-12-28,1995,1
Finance,M,110117,1995-12-30,2002-12-28,1996,1
Finance,M,110117,1995-12-30,2002-12-28,1997,1
Finance,M,110117,1995-12-30,2002-12-28,1998,1
Finance,M,110117,1995-12-30,2002-12-28,1999,1
Finance,M,110117,1995-12-30,2002-12-28,2000,1
Finance,M,110118,1994-11-20,1999-11-19,1990,0
Finance,M,110118,1994-11-20,1999-11-19,1991,0
Finance,M,110118,1994-11-20,1999-11-19,1992,0
Finance,M,110118,1994-11-20,1999-11-19,1993,0
Finance,M,110118,1994-11-20,1999-11-19,1994,1
Finance,M,110118,1994-11-20,1999-11-19,1995,1
Finance,M,110118,1994-11-20,1999-11-19,1996,1
Finance,M,110118,1994-11-20,1999-11-19,1997,1
Finance,M,110118,1994-11-20,1999-11-19,1998,1
Finance,M,110118,1994-11-20,1999-11-19,1999,1
Finance,M,110118,1994-11-20,1999-11-19,2000,0
Finance,M,110119,1997-10-12,2002-10-11,1990,0
Finance,M,110119,1997-10-12,2002-10-11,1991,0
Finance,M,110119,1997-10-12,2002-10-11,1992,0
Finance,M,110119,1997-10-12,2002-10-11,1993,0
Finance,M,110119,1997-10-12,2002-10-11,1994,0
Finance,M,110119,1997-10-12,2002-10-11,1995,0
Finance,M,110119,1997-10-12,2002-10-11,1996,0
Finance,M,110119,1997-10-12,2002-10-11,1997,1
Finance,M,110119,1997-10-12,2002-10-11,1998,1
Finance,M,110119,1997-10-12,2002-10-11,1999,1
Finance,M,110119,1997-10-12,2002-10-11,2000,1
Finance,M,110120,1997-02-03,9999-01-01,1990,0
Finance,M,110120,1997-02-03,9999-01-01,1991,0
Finance,M,110120,1997-02-03,9999-01-01,1992,0
Finance,M,110120,1997-02-03,9999-01-01,1993,0
Finance,M,110120,1997-02-03,9999-01-01,1994,0
Finance,M,110120,1997-02-03,9999-01-01,1995,0
Finance,M,110120,1997-02-03,9999-01-01,1996,0
Finance,M,110120,1997-02-03,9999-01-01,1997,1
Finance,M,110120,1997-02-03,9999-01-01,1998,1
Finance,M,110120,1997-02-03,9999-01-01,1999,1
Finance,M,110120,1997-02-03,9999-01-01,2000,1
Finance,M,110121,1998-12-29,2004-12-27,1990,0
Finance,M,110121,1998-12-29,2004-12-27,1991,0
Finance,M,110121,1998-12-29,2004-12-27,1992,0
Finance,M,110121,1998-12-29,2004-12-27,1993,0
Finance,M,110121,1998-12-29,2004-12-27,1994,0
Finance,M,110121,1998-12-29,2004-12-27,1995,0
Finance,M,110121,1998-12-29,2004-12-27,1996,0
Finance,M,110121,1998-12-29,2004-12-27,1997,0
Finance,M,110121,1998-12-29,2004-12-27,1998,1
Finance,M,110121,1998-12-29,2004-12-27,1999,1
Finance,M,110121,1998-12-29,2004-12-27,2000,1
Finance,F,110122,1995-01-06,2001-01-04,1990,0
Finance,F,110122,1995-01-06,2001-01-04,1991,0
Finance,F,110122,1995-01-06,2001-01-04,1992,0
Finance,F,110122,1995-01-06,2001-01-04,1993,0
Finance,F,110122,1995-01-06,2001-01-04,1994,0
Finance,F,110122,1995-01-06,2001-01-04,1995,1
Finance,F,110122,1995-01-06,2001-01-04,1996,1
Finance,F,110122,1995-01-06,2001-01-04,1997,1
Finance,F,110122,1995-01-06,2001-01-04,1998,1
Finance,F,110122,1995-01-06,2001-01-04,1999,1
Finance,F,110122,1995-01-06,2001-01-04,2000,1
Finance,M,110123,1996-08-09,2001-08-08,1990,0
Finance,M,110123,1996-08-09,2001-08-08,1991,0
Finance,M,110123,1996-08-09,2001-08-08,1992,0
Finance,M,110123,1996-08-09,2001-08-08,1993,0
Finance,M,110123,1996-08-09,2001-08-08,1994,0
Finance,M,110123,1996-08-09,2001-08-08,1995,0
Finance,M,110123,1996-08-09,2001-08-08,1996,1
Finance,M,110123,1996-08-09,2001-08-08,1997,1
Finance,M,110123,1996-08-09,2001-08-08,1998,1
Finance,M,110123,1996-08-09,2001-08-08,1999,1
Finance,M,110123,1996-08-09,2001-08-08,2000,1
Finance,M,110124,1993-06-08,2001-06-06,1990,0
Finance,M,110124,1993-06-08,2001-06-06,1991,0
Finance,M,110124,1993-06-08,2001-06-06,1992,0
Finance,M,110124,1993-06-08,2001-06-06,1993,1
Finance,M,110124,1993-06-08,2001-06-06,1994,1
Finance,M,110124,1993-06-08,2001-06-06,1995,1
Finance,M,110124,1993-06-08,2001-06-06,1996,1
Finance,M,110124,1993-06-08,2001-06-06,1997,1
Finance,M,110124,1993-06-08,2001-06-06,1998,1
Finance,M,110124,1993-06-08,2001-06-06,1999,1
Finance,M,110124,1993-06-08,2001-06-06,2000,1
Finance,M,110125,1993-12-30,2000-12-28,1990,0
Finance,M,110125,1993-12-30,2000-12-28,1991,0
Finance,M,110125,1993-12-30,2000-12-28,1992,0
Finance,M,110125,1993-12-30,2000-12-28,1993,1
Finance,M,110125,1993-12-30,2000-12-28,1994,1
Finance,M,110125,1993-12-30,2000-12-28,1995,1
Finance,M,110125,1993-12-30,2000-12-28,1996,1
Finance,M,110125,1993-12-30,2000-12-28,1997,1
Finance,M,110125,1993-12-30,2000-12-28,1998,1
Finance,M,110125,1993-12-30,2000-12-28,1999,1
Finance,M,110125,1993-12-30,2000-12-28,2000,1
Finance,M,110126,1999-05-29,2000-05-27,1990,0
Finance,M,110126,1999-05-29,2000-05-27,1991,0
Finance,M,110126,1999-05-29,2000-05-27,1992,0
Finance,M,110126,1999-05-29,2000-05-27,1993,0
Finance,M,110126,1999-05-29,2000-05-27,1994,0
Finance,M,110126,1999-05-29,2000-05-27,1995,0
Finance,M,110126,1999-05-29,2000-05-27,1996,0
Finance,M,110126,1999-05-29,2000-05-27,1997,0
Finance,M,110126,1999-05-29,2000-05-27,1998,0
Finance,M,110126,1999-05-29,2000-05-27,1999,1
Finance,M,110126,1999-05-29,2000-05-27,2000,1
Finance,M,110127,2000-05-29,9999-01-01,1990,0
Finance,M,110127,2000-05-29,9999-01-01,1991,0
Finance,M,110127,2000-05-29,9999-01-01,1992,0
Finance,M,110127,2000-05-29,9999-01-01,1993,0
Finance,M,110127,2000-05-29,9999-01-01,1994,0
Finance,M,110127,2000-05-29,9999-01-01,1995,0
Finance,M,110127,2000-05-29,9999-01-01,1996,0
Finance,M,110127,2000-05-29,9999-01-01,1997,0
Finance,M,110127,2000-05-29,9999-01-01,1998,0
Finance,M,110127,2000-05-29,9999-01-01,1999,0
Finance,M,110127,2000-05-29,9999-01-01,2000,1
"Human Resources",F,110183,1990-12-31,1996-12-29,1990,1
"Human Resources",F,110183,1990-12-31,1996-12-29,1991,1
"Human Resources",F,110183,1990-12-31,1996-12-29,1992,1
"Human Resources",F,110183,1990-12-31,1996-12-29,1993,1
"Human Resources",F,110183,1990-12-31,1996-12-29,1994,1
"Human Resources",F,110183,1990-12-31,1996-12-29,1995,1
"Human Resources",F,110183,1990-12-31,1996-12-29,1996,1
"Human Resources",F,110183,1990-12-31,1996-12-29,1997,0
"Human Resources",F,110183,1990-12-31,1996-12-29,1998,0
"Human Resources",F,110183,1990-12-31,1996-12-29,1999,0
"Human Resources",F,110183,1990-12-31,1996-12-29,2000,0
"Human Resources",F,110228,1992-08-02,1997-08-01,1990,0
"Human Resources",F,110228,1992-08-02,1997-08-01,1991,0
"Human Resources",F,110228,1992-08-02,1997-08-01,1992,1
"Human Resources",F,110228,1992-08-02,1997-08-01,1993,1
"Human Resources",F,110228,1992-08-02,1997-08-01,1994,1
"Human Resources",F,110228,1992-08-02,1997-08-01,1995,1
"Human Resources",F,110228,1992-08-02,1997-08-01,1996,1
"Human Resources",F,110228,1992-08-02,1997-08-01,1997,1
"Human Resources",F,110228,1992-08-02,1997-08-01,1998,0
"Human Resources",F,110228,1992-08-02,1997-08-01,1999,0
"Human Resources",F,110228,1992-08-02,1997-08-01,2000,0
"Human Resources",M,110229,1994-11-25,2001-11-23,1990,0
"Human Resources",M,110229,1994-11-25,2001-11-23,1991,0
"Human Resources",M,110229,1994-11-25,2001-11-23,1992,0
"Human Resources",M,110229,1994-11-25,2001-11-23,1993,0
"Human Resources",M,110229,1994-11-25,2001-11-23,1994,1
"Human Resources",M,110229,1994-11-25,2001-11-23,1995,1
"Human Resources",M,110229,1994-11-25,2001-11-23,1996,1
"Human Resources",M,110229,1994-11-25,2001-11-23,1997,1
"Human Resources",M,110229,1994-11-25,2001-11-23,1998,1
"Human Resources",M,110229,1994-11-25,2001-11-23,1999,1
"Human Resources",M,110229,1994-11-25,2001-11-23,2000,1
"Human Resources",M,110230,1993-10-16,1998-10-15,1990,0
"Human Resources",M,110230,1993-10-16,1998-10-15,1991,0
"Human Resources",M,110230,1993-10-16,1998-10-15,1992,0
"Human Resources",M,110230,1993-10-16,1998-10-15,1993,1
"Human Resources",M,110230,1993-10-16,1998-10-15,1994,1
"Human Resources",M,110230,1993-10-16,1998-10-15,1995,1
"Human Resources",M,110230,1993-10-16,1998-10-15,1996,1
"Human Resources",M,110230,1993-10-16,1998-10-15,1997,1
"Human Resources",M,110230,1993-10-16,1998-10-15,1998,1
"Human Resources",M,110230,1993-10-16,1998-10-15,1999,0
"Human Resources",M,110230,1993-10-16,1998-10-15,2000,0
"Human Resources",M,110231,1996-09-07,2001-09-06,1990,0
"Human Resources",M,110231,1996-09-07,2001-09-06,1991,0
"Human Resources",M,110231,1996-09-07,2001-09-06,1992,0
"Human Resources",M,110231,1996-09-07,2001-09-06,1993,0
"Human Resources",M,110231,1996-09-07,2001-09-06,1994,0
"Human Resources",M,110231,1996-09-07,2001-09-06,1995,0
"Human Resources",M,110231,1996-09-07,2001-09-06,1996,1
"Human Resources",M,110231,1996-09-07,2001-09-06,1997,1
"Human Resources",M,110231,1996-09-07,2001-09-06,1998,1
"Human Resources",M,110231,1996-09-07,2001-09-06,1999,1
"Human Resources",M,110231,1996-09-07,2001-09-06,2000,1
"Human Resources",M,110232,1995-12-31,9999-01-01,1990,0
"Human Resources",M,110232,1995-12-31,9999-01-01,1991,0
"Human Resources",M,110232,1995-12-31,9999-01-01,1992,0
"Human Resources",M,110232,1995-12-31,9999-01-01,1993,0
"Human Resources",M,110232,1995-12-31,9999-01-01,1994,0
"Human Resources",M,110232,1995-12-31,9999-01-01,1995,1
"Human Resources",M,110232,1995-12-31,9999-01-01,1996,1
"Human Resources",M,110232,1995-12-31,9999-01-01,1997,1
"Human Resources",M,110232,1995-12-31,9999-01-01,1998,1
"Human Resources",M,110232,1995-12-31,9999-01-01,1999,1
"Human Resources",M,110232,1995-12-31,9999-01-01,2000,1
"Human Resources",M,110233,1997-11-24,2003-11-23,1990,0
"Human Resources",M,110233,1997-11-24,2003-11-23,1991,0
"Human Resources",M,110233,1997-11-24,2003-11-23,1992,0
"Human Resources",M,110233,1997-11-24,2003-11-23,1993,0
"Human Resources",M,110233,1997-11-24,2003-11-23,1994,0
"Human Resources",M,110233,1997-11-24,2003-11-23,1995,0
"Human Resources",M,110233,1997-11-24,2003-11-23,1996,0
"Human Resources",M,110233,1997-11-24,2003-11-23,1997,1
"Human Resources",M,110233,1997-11-24,2003-11-23,1998,1
"Human Resources",M,110233,1997-11-24,2003-11-23,1999,1
"Human Resources",M,110233,1997-11-24,2003-11-23,2000,1
"Human Resources",F,110234,1993-12-02,1999-12-01,1990,0
"Human Resources",F,110234,1993-12-02,1999-12-01,1991,0
"Human Resources",F,110234,1993-12-02,1999-12-01,1992,0
"Human Resources",F,110234,1993-12-02,1999-12-01,1993,1
"Human Resources",F,110234,1993-12-02,1999-12-01,1994,1
"Human Resources",F,110234,1993-12-02,1999-12-01,1995,1
"Human Resources",F,110234,1993-12-02,1999-12-01,1996,1
"Human Resources",F,110234,1993-12-02,1999-12-01,1997,1
"Human Resources",F,110234,1993-12-02,1999-12-01,1998,1
"Human Resources",F,110234,1993-12-02,1999-12-01,1999,1
"Human Resources",F,110234,1993-12-02,1999-12-01,2000,0
"Human Resources",M,110235,1995-07-06,2000-07-04,1990,0
"Human Resources",M,110235,1995-07-06,2000-07-04,1991,0
"Human Resources",M,110235,1995-07-06,2000-07-04,1992,0
"Human Resources",M,110235,1995-07-06,2000-07-04,1993,0
"Human Resources",M,110235,1995-07-06,2000-07-04,1994,0
"Human Resources",M,110235,1995-07-06,2000-07-04,1995,1
"Human Resources",M,110235,1995-07-06,2000-07-04,1996,1
"Human Resources",M,110235,1995-07-06,2000-07-04,1997,1
"Human Resources",M,110235,1995-07-06,2000-07-04,1998,1
"Human Resources",M,110235,1995-07-06,2000-07-04,1999,1
"Human Resources",M,110235,1995-07-06,2000-07-04,2000,1
"Human Resources",F,110236,1992-05-04,2000-05-02,1990,0
"Human Resources",F,110236,1992-05-04,2000-05-02,1991,0
"Human Resources",F,110236,1992-05-04,2000-05-02,1992,1
"Human Resources",F,110236,1992-05-04,2000-05-02,1993,1
"Human Resources",F,110236,1992-05-04,2000-05-02,1994,1
"Human Resources",F,110236,1992-05-04,2000-05-02,1995,1
"Human Resources",F,110236,1992-05-04,2000-05-02,1996,1
"Human Resources",F,110236,1992-05-04,2000-05-02,1997,1
"Human Resources",F,110236,1992-05-04,2000-05-02,1998,1
"Human Resources",F,110236,1992-05-04,2000-05-02,1999,1
"Human Resources",F,110236,1992-05-04,2000-05-02,2000,1
"Human Resources",M,110237,1992-10-01,2000-09-29,1990,0
"Human Resources",M,110237,1992-10-01,2000-09-29,1991,0
"Human Resources",M,110237,1992-10-01,2000-09-29,1992,1
"Human Resources",M,110237,1992-10-01,2000-09-29,1993,1
"Human Resources",M,110237,1992-10-01,2000-09-29,1994,1
"Human Resources",M,110237,1992-10-01,2000-09-29,1995,1
"Human Resources",M,110237,1992-10-01,2000-09-29,1996,1
"Human Resources",M,110237,1992-10-01,2000-09-29,1997,1
"Human Resources",M,110237,1992-10-01,2000-09-29,1998,1
"Human Resources",M,110237,1992-10-01,2000-09-29,1999,1
"Human Resources",M,110237,1992-10-01,2000-09-29,2000,1
"Human Resources",F,110238,1994-05-15,2000-05-27,1990,0
"Human Resources",F,110238,1994-05-15,2000-05-27,1991,0
"Human Resources",F,110238,1994-05-15,2000-05-27,1992,0
"Human Resources",F,110238,1994-05-15,2000-05-27,1993,0
"Human Resources",F,110238,1994-05-15,2000-05-27,1994,1
"Human Resources",F,110238,1994-05-15,2000-05-27,1995,1
"Human Resources",F,110238,1994-05-15,2000-05-27,1996,1
"Human Resources",F,110238,1994-05-15,2000-05-27,1997,1
"Human Resources",F,110238,1994-05-15,2000-05-27,1998,1
"Human Resources",F,110238,1994-05-15,2000-05-27,1999,1
"Human Resources",F,110238,1994-05-15,2000-05-27,2000,1
"Human Resources",M,110239,1997-05-29,2000-05-27,1990,0
"Human Resources",M,110239,1997-05-29,2000-05-27,1991,0
"Human Resources",M,110239,1997-05-29,2000-05-27,1992,0
"Human Resources",M,110239,1997-05-29,2000-05-27,1993,0
"Human Resources",M,110239,1997-05-29,2000-05-27,1994,0
"Human Resources",M,110239,1997-05-29,2000-05-27,1995,0
"Human Resources",M,110239,1997-05-29,2000-05-27,1996,0
"Human Resources",M,110239,1997-05-29,2000-05-27,1997,1
"Human Resources",M,110239,1997-05-29,2000-05-27,1998,1
"Human Resources",M,110239,1997-05-29,2000-05-27,1999,1
"Human Resources",M,110239,1997-05-29,2000-05-27,2000,1
"Human Resources",F,110240,2000-05-29,9999-01-01,1990,0
"Human Resources",F,110240,2000-05-29,9999-01-01,1991,0
"Human Resources",F,110240,2000-05-29,9999-01-01,1992,0
"Human Resources",F,110240,2000-05-29,9999-01-01,1993,0
"Human Resources",F,110240,2000-05-29,9999-01-01,1994,0
"Human Resources",F,110240,2000-05-29,9999-01-01,1995,0
"Human Resources",F,110240,2000-05-29,9999-01-01,1996,0
"Human Resources",F,110240,2000-05-29,9999-01-01,1997,0
"Human Resources",F,110240,2000-05-29,9999-01-01,1998,0
"Human Resources",F,110240,2000-05-29,9999-01-01,1999,0
"Human Resources",F,110240,2000-05-29,9999-01-01,2000,1
Production,F,110303,1992-12-30,1999-12-29,1990,0
Production,F,110303,1992-12-30,1999-12-29,1991,0
Production,F,110303,1992-12-30,1999-12-29,1992,1
